Username,Rating,Date,Opinion
MateoKrk_,9,2018-07-16 00:53:47,Barwa Czarna Gęste Zupełnie Nieprzejrzyste.<br><br>Aromat Intensywny Kawa Czekolada Kakao Wyraźna Paloność  Popiołowość Nuty Opiekane W Tle Wyczuwalne Lukrecja i Suszone Owoce Alkohol Niewyczuwalny  Niezły Aromat Czuć Że Jest To Rasowy RIS. <br><br>W Smaku Półsłodkie Aksamitne  Lekko Oleiste Wyraźna Gorzka Czekolada Kakao Popiół Goryczka  Kawowo-Palona Konkretna Całkiem Przyjemna Wysycenie Niskie w Kierunku Średniego Delikatny Alkohol  Przyjemnie Rozgrzewający.   <br><br>Znakomity Degustacyjny  RIS  Wart Każdych Pieniędzy Naprawdę Świetna Rzecz.<br><br> <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic
Marianek,9,2018-06-16 16:27:14,"Oko: głęboka czerń. Piana brązowa, gęsta dość wysoka,  trwała i zostawia mega slad na szkle.<br>Nos: z butelki moc palonych słodów w formie likieru z wanilią, lukrecją. Ze szkła nieco mniejsze natężenie, ale równei mocny i bardzo ładny jak z butelki. Po ""otwarciu się"" dochodzą w tle suszone owoce. Zero nuty alkoholu.<br>Smak: gęste, treściwe, goryczka calkowicie kontruje sporo likierowości słodowej (likier kawowo-czekoladowy). Poczatkowo słodko, ale goryczka palona i chmielowa pokrywają to całkowicie i dominują piwo, a finisz wręcz popiołowy. ciut za wysokie wysycenie, ktore łechce język. Z czasem moc alkoholu objawia się grzaniem w gardło. Po pewnym czasie pojawiają się delikatnie nuty suszonych owoców. B. dobry degustacyjny RIS.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,9,2018-05-13 21:53:19,"Aromat mocno palony sporo kawy mocnej, czekolady ale i w tle słodkie nuty lukrecji wyczuwalne. Gęste, oleiste mocno palone w smaku, kawa, czekolada standardowy ris. Goryczka konkretnie palona, alkohol ukryty rozgrzewa bardzo. Pije się wybornie, powoli by delektować się każdym łykiem...<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Brodzisław,7,2018-11-21 22:20:53,"Kolor czarny, nieprzenikniony. Piana beżowa, z drobnych i średnich pęcherzyków, opadła do krążka na obrzeżu. <br>Aromat intensywny, lekko słodki. Ciemne i palone nuty mieszają się ze szlachetnym alkoholem, likierem, beczką, marcepanem.<br>Smak lekko tylko słodki i alkoholowy. Ciemne nuty kawy espresso, mieszają się z whisky, likierem, wanilią i deserową czekoladą. Goryczka jest minimalna, nie ma też praktycznie efektu paloności.<br>Piwo bardzo pijalne ale nie o to mi chodziło. Liczyłem na rasowego RIS-a po beczce.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,8,2018-08-19 21:55:45,"Oko: czerń. Piana brązowa, gęsta, wysoka, dość trwała i zostawia wyraźny ślad na szkle (nieco słabiej od wersji podstawowej).<br>Nos: palone słody, do tego wanilia, kokos, czerwone owoce. Alkoholowej nuty nie ma, nawet po ogrzaniu. Aromat nie tak wyraźny jak w wersji podstawowe, ale za to znacznie bardziej różnorodny.<br>Smak: Kremowe, gładkie, ciało odpowiednie jak na styl. Na początek słodycz słodowa i strefowość ? czerwone owoce, wanilia, dębina, czekolada deserowa, gorzka kawa, nie ma już solidnego goryczkowo-palonego finiszu jak w wersji powystawowej (choć finisz jest wytrawny), lekki posmak kakao i delikatna nuta przyjemnego alkoholu. Wszystko bardzo ułożone, wręcz ?ugrzecznione?, aż za bardzo.<br>Poprzez leżakowanie piwo zyskało na dodatkowych nutach, ale straciło na wytrawności i palności oraz charakterze.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,8,2018-03-18 20:17:18,"Gładkie, bardzo dobre sporo tu kawy i paloności w smaku i aromacie. Do tego nuty kokosa, migdały, ładnie ułożone <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Chrisrks,9,2018-01-17 16:57:34,"Jest dobrze!Piwo o pięknej,niemal brązowej ,puszystej pianie.Redukcja dość szybka.Czarne,gęste,nieprzejrzyste.Potężny aromat czarnej,mocno palonej kawy,czekolada,likier wiśniowy.Nasycenie małe,goryczka średnia ale wyczuwalna.Alko lekko zarysowane w zapachu i smaku.Małe jak na takie parametry piwa.Świetnie ułożone,zaskakująco łatwo pijalne.Rozgrzewa i przyjemnie wypełnia gębusię.Absolutnie znakomita propozycja Birbanta!<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,9,2018-05-13 22:54:47,"Obecna warka niestety już niczym nie zachwyca, po bombie cytrusowo-tropikalnej nie ma śladu, pachnie jak byle jaka AIPA, w dodatku w zapachu dominuje cebula, a po ogrzaniu jeszcze miód wyłazi, w smaku jest chmielowo biednie, więc smak przejmuje karmel i jest karmelowe do bólu<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Morlok,10,2018-04-08 16:22:48,"Jest trzecia warka!!! NARESZCIE :)<br>Niestety w pamięci mam wciąż pierwszą warkę i jej niesamowity smak. Piwo jest dobre, ale w tym przypadku to nie do końca jest komplement... Nie udało się uzyskać pierwotnego smaku, brakuje białych owoców, zwłaszcza ananasa i mango, które były najlepszą częścią składową tego piwa.<br>Cieszę się, że jednak ""Młot Swaroga"" jest ze mną na nadchodzące lato!<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Shinodin,8,2018-03-02 20:00:35,"Piana biała, drobnoziarnista, wysoka na około centymetr, średnio-szybko dziurawiąca się i opadająca, pozostawiająca całkiem ładny i trwały lacing na ściankach szkła. Barwa ciemniejsza miodowa, stosunkowo mocno zmętnione, nieklarowne i nieprzejrzyste. W zapachu eleganckie nuty żywiczne, karmelowe klimaty, w tle cytrusy oraz egzotyka, zapowiada się naprawdę przyjemna degustacja. W smaku to się tylko potwierdza, świetna żywica uzupełniona o akcenty ciasteczkowe i biszkoptowe, goryczka całkiem mocno zalegająca o profilu cytrusowym, dobra karmelowa kontra słodowa, gładka tekstura dzięki dodatkowi płatków ryżowych, wysycenie na średnio-niskim poziomie. Kapsel biały, od browaru Perun, etykieta ciekawie wykonana graficznie, w miarę dobrze opisana. Warka 21.11.2018. Bardzo byłem ciekaw tej AIPY, która jest tak wysoko w rankingu portalu i powiem szczerze...nie zawiodłem się. Jest to zdecydowanie jedno z lepszych piw w tym stylu uwarzonych przez polski browar. Treściwe i pełne w smaku, dobrze zbalansowane, a przede wszystkim świeże i orzeźwiające. Żywica, karmel, a potem cytrusy i lekka doza egzotyki. Świetna robota browaru Perun, warta polecenia AIPA. Dodaje piwo do ulubionych i daję zasłużone mocne 8.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
piwnynocnikpl,8,2018-02-19 16:29:22,"Nie potrafimy tak po prostu powstrzymać się od degustacji na dłużej. Wyczuwamy grę solidnego zawodnika ? takiego defensywnego pomocnika, na którego wsparcie zawsze można liczyć. To owocowy posmak i aromat. Bliżej mu do grejpfruta i owoców tropikalnych. W ofensywie mamy jednak prawdziwe silne ogniwo żywiczne. Fenomenalnie bawi się z nami jak z obrońcami raczkującymi w rezerwach pierwszej drużyny. Swoją drogą żywica dobrze wyważona i wciągająca! Co jeszcze? Goryczka. Ta rzec można standardowa, wygenerowana jak nam wyjaśniono przez polski chmiel Iunga, ale czy przy takim napastniku i defensywnym pomocniku jest po prostu silnym skrzydłowym? Nie(...) - http://www.piwnynocnik.pl/2018/01/nasza-recenzja-motu-swaroga-czyli.html<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thesloma,7,2018-09-02 13:46:03,"Wcześniejszy opis był odnośnie wersji z nalewaka . Ten jest dodawana odnośnie wersji z butelki<br><br>Zapach : owoce tropikalne , bardzo dużo owoców tropikalnych z delikatnymi nutkami cytrusów<br><br>Smak: o wiele lepiej niż z nalewaka więcej owoców tropikalnych , dość soczkowate i lekko cytrusowe z przyjemną goryczką choć nie wysoką.<br><br>Wersja butelkowa spisała się lepiej od nalewaka.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thesloma,7,2018-07-03 21:37:03,"Zapach : owoce tropikalne , może z tyłu cytrusy choć dość delikatnie i soczkowo<br><br>Smak : mało goryczki ale piwo jest dość gęste i soczkowe jak w zapachu czyli przepełnione smakiem owoców tropikalnych tj. brakuje mi goryczki w nim więcej .<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-03-12 22:13:01,"Orientacyjna cena 12 zł, serio wrzucane są tu ceny lanego z pubu? <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-03-12 22:11:23,"Wygląd: kolor zapewne ciemno bursztynowy, ale bardzo mętne, więc wygląda na miedziane, piana żenująca, w zasadzie to nie ma piany<br>Zapach: Bomba multiwitaminowa, owoce tropikalne i słodkie cytrusy, genialny<br>Smak: w smaku podobnie, mega chmielowe, bardzo owocowe, owoce tropikalne, manarynki, grejpfrut, ale też i jakieś swojskie owoce, żywice, trochę jakiegoś zielska, odrobina karmelu, nie tak pełne jak zwykle AIPA, ale też i nie wodniste, przez co niesamowicie pijalne. Goryczka fest.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
GENzo,7,2017-06-19 19:41:06,"Bardzo przyjemne , zbalansowane i bez agresywnego alkoholu. Zdecydowanie na długie wieczory. Nie pozostaje mi nic innego jak zapolować na pozostałe wersje gravediggera.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Ravnarr,8,2017-03-05 01:24:24,"Pite nieco ponad dwa miesiące po terminie.<br><br>I ostatnie piwo tego wieczora, na deser. Po otwarciu butelki pierwsze, co poczułem, to lekki kwasek. Pierwsza myśl - skwaśniało. Byłby płacz, bo trzymałem je jakoś pół roku w szafce. Ale chwilę później odezwała się kawa i czekolada. Uff... Kwasek tylko z palonych słodów.<br><br>Piwo czarne jak noc listopadowa, absolutnie nieprzejrzyste, choćby halogenem świecić. Piana ciemnobeżowa, niezbyt obfita, ale też lałem raczej ostrożnie. Głównie drobne pęcherzyki, po jakimś czasie opada, zostawiając niewielki lacing i cienką warstewkę na powierzchni. No, tyłka wizualnie nie urwała.<br><br>W aromacie głównie czekolada i kawa. Nieco wanilii. Długo je trzymałem, mogłem dłużej, ale nawet po takim czasie czuć lekką śliwkę. Po ogrzaniu kwasowość zanika niemal zupełnie.<br><br>Piwo jest oczywiście treściwe, choć tutaj też szaleństwa nie ma. Typowe dla RISa niewielkie wysycenie.  Tomaszkopyrazblogublogkopyrakom byłby zadowolony, bo Gravedigger jest mocno goryczkowy. Przyzwyczaiłem się ostatnio do słodkich imperial stoutów, tutaj mamy miłą odmianę. Mimo to deklarowane sto IBU nie jest szczególnie odczuwalne. Napisali by 70 i też by było dobrze. <br><br>W smaku głównie gorzka czekolada i mocna, cierpka kawa. Słody palone dają po garach intensywnością. Czuć lekki popiół. Wanilii, która przez chwile czułem w aromacie nie wyczuwam niestety w smaku, podobnie tych suszonych owoców. Było dłużej leżakować...  Alkohol dobrze zamaskowany, ładnie się ułożył. Dopiero lekkie szumienie w głowie pod koniec świadczy o tym, że to jednak dziesięć procent mocy.<br><br>Nie jest to najlepszy RIS, jakiego piłem, nie jest też w pierwszej piątce. Ale to naprawdę udane piwo, po które warto sięgnąć.<br><br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Brodzisław,9,2016-12-09 00:31:02,"Kolor czarny nieprzenikniony. Piana beżowa z drobnych i średnich pęcherzy, początkowo obfita, opadła szybko do minimalnej warstwy na powierzchni. <br>Aromat z butelki to palone i kawowe nuty z cytrusowymi aromatami chmieli. W szkle ponownie palone nuty słodów: kawa, czekolada, trochę alkoholu, minimalnie w postaci likierowego dodatku. Albo też cukierków kawowych z dodatkiem alkoholu. W tle wyczuwalne chmiele cytrusowo-ziołowe dodają rześkości. <br>Smak od pierwszego łyku jest pół-wytrawny, palony, sporo gorzkiej czekolady i kawy ekspresso. Na to wchodzi jeszcze mocna goryczka ziołowo-korzenna. Palność narasta aż do odczucia popiołowego na języku. Jest też trochę słodyczy od czekoladowych nut i karmelku od słodów jaśniejszych. <br>Pełnia piwa jak na RIS nie jest wysoka, raczej średnia. Wysycenie za to jest spore średnie do wysokiego. Alkohol wyczuwalny poprzez pieczenie od przełyku w dół (układu pokarmowego).<br>Bardzo fajny RIS, zbalansowany z wyraźną, mocną goryczką. <br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,9,2016-10-31 19:51:27,"Warka 30.12.2016<br>Bardzo przyjemny, pełny i pół-słodki aromat. Na pierwszym planie wyraźne nuty czekoladowe, wsparte odrobiną nut palonych i kawowych. W tle gdzieś wyczuwalne nutki migdałów, likieru amaretto lub pralin. Odrobinka suszonych owoców też obecna. Na uwagę zasługuje fakt że alkohol w butelce w zasadzie kompletnie nie wyczuwalny. Duży plus za to. W szkle za to jest wytrawniej, i o wiele bardziej kawowo. Teraz całość pachnie jak jakaś nalewka kawowa. <br>Piwo o głębokiej, czarnej barwie. Piana niezbyt obfita, po nieco agresywniejszym nalewaniu udało się uzyskać zaledwie 2 centymetrową warstewkę, która jednak zbudowana była z bardzo ładnych, brązowych drobnych bąbelków. Opada dość szybko, do cieniutkiego kożucha, jednak zostawia piękny ślad na szkle. <br>Piwo pół słodkie, o bardzo gładkiej i smukłej fakturze. Gęste, pełne, mocno goryczkowe. Wysycenie w zasadzie zerowe, może jakieś minimalne. W smaku piwo jest mocno palone z delikatną tylko nutą czekoladowej słodyczy. Paloności towarzyszy też mocny kawowy posmak, który szybko ustępuję miejsca intensywnej chmielowej goryczce, a paloność i kawa szybko zamienia się w dość wyraźnie kwaskowaty aftertaste. Alkohol jest nieco gryzący i szczypiący w język, ale nie na tyle by obrzydził picie tego piwa. Poza tym dość mocno ogrzewa w przełyk. Odnoszę też wrażenie że po ogrzaniu zarówno w smaku jak i aromacie pojawia się nuta sosu sojowego. <br>Fajny RIS. Konkretne piwo na długi wieczór.  <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Gulek,8,2018-11-12 10:48:47,"Bardzo wyczuwalna kawa, gorzka czekolada zarówno w aromacie jak i smaku. Alkohol bardzo dobrze ułożony przez co nie wyczuwa się tych 10.5%. Nie jest to najlepszy RIS jaki piłem ale jest na pewno w czołówce. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
MateoKrk_,9,2018-07-16 00:53:47,Barwa Czarna Gęste Zupełnie Nieprzejrzyste.<br><br>Aromat Intensywny Kawa Czekolada Kakao Wyraźna Paloność  Popiołowość Nuty Opiekane W Tle Wyczuwalne Lukrecja i Suszone Owoce Alkohol Niewyczuwalny  Niezły Aromat Czuć Że Jest To Rasowy RIS. <br><br>W Smaku Półsłodkie Aksamitne  Lekko Oleiste Wyraźna Gorzka Czekolada Kakao Popiół Goryczka  Kawowo-Palona Konkretna Całkiem Przyjemna Wysycenie Niskie w Kierunku Średniego Delikatny Alkohol  Przyjemnie Rozgrzewający.   <br><br>Znakomity Degustacyjny  RIS  Wart Każdych Pieniędzy Naprawdę Świetna Rzecz.<br><br> <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic
Marianek,9,2018-06-16 16:27:14,"Oko: głęboka czerń. Piana brązowa, gęsta dość wysoka,  trwała i zostawia mega slad na szkle.<br>Nos: z butelki moc palonych słodów w formie likieru z wanilią, lukrecją. Ze szkła nieco mniejsze natężenie, ale równei mocny i bardzo ładny jak z butelki. Po ""otwarciu się"" dochodzą w tle suszone owoce. Zero nuty alkoholu.<br>Smak: gęste, treściwe, goryczka calkowicie kontruje sporo likierowości słodowej (likier kawowo-czekoladowy). Poczatkowo słodko, ale goryczka palona i chmielowa pokrywają to całkowicie i dominują piwo, a finisz wręcz popiołowy. ciut za wysokie wysycenie, ktore łechce język. Z czasem moc alkoholu objawia się grzaniem w gardło. Po pewnym czasie pojawiają się delikatnie nuty suszonych owoców. B. dobry degustacyjny RIS.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,9,2018-05-13 21:53:19,"Aromat mocno palony sporo kawy mocnej, czekolady ale i w tle słodkie nuty lukrecji wyczuwalne. Gęste, oleiste mocno palone w smaku, kawa, czekolada standardowy ris. Goryczka konkretnie palona, alkohol ukryty rozgrzewa bardzo. Pije się wybornie, powoli by delektować się każdym łykiem...<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Barbarossa,8,2018-12-09 23:21:37,"Ułożony, gładki, czekoladowo kawowy, ale bez szału. Po prostu jak najbardziej bezbłędnie zrobiony porter<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bob,9,2018-05-07 18:15:59,"Rewelacja, piwo jest dość gęste i pełne ciała w odbiorze, mimo tego że ma tylko 22 plato. Wyczuwalny sos sojowy przechodzący w oliwkowe aromaty, oprócz tego czuć nieco czekoladek z alkoholem i nieco kawy. Owoców raczej nie ma, piwo pod koniec jest lekko cierpkie. Podchodzi trochę pod kwas chlebowy. Ogólnie piwo jest bardzo kremowe. Podsumowując, jest to wybitny porter, jeden z najlepszych jak nie najlepszy porter do 24 plato ekstraktu.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2017-04-21 00:31:51,"Świetnie ułożony, pełny, kremowy <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2016-04-03 20:41:31,"Bardzo dobry porter. Kolor czarny. Piana ? beżowa, gęsta średnia, szybko zanika, ale zostawia mocny ślad na szkle. Zapach z butelki mocny ? uderzył mi w nos tak intensywnie palność, że w pierwszej chwili myślałem, że zastosowano wędzony słód. To mocny aromat gorzkiej czekolady i śliwki dały efekt, potem jawiło się to jako śliwki wędzone zalane czekolada. W butelce bardziej identyfikowalne: czekolada, śliwka i kawa.<br>Smak ? Dość pełne, bardzo mocno palone słód ? kawa, czekolada, śliwka, bardzo wytrawne, słabiej akcent kwaskowy.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2018-11-28 15:56:52,"Oko: bursztynowy wpadający w pomarańcz, lekko zamglony. Piana lekko przybrudzona biel, niezbyt wysoka, średniogęsta, dość trwała.<br>Nos: już po otwarciu kapsla uderza spora dawka cytrusów i żywicy, z czasem pojawia się sporo owoców tropikalnych i egzotycznych, do tego podstawa słodowa, w tym karmel. Z butelki jeszcze ciekawiej, bardziej owocowo, zarówno słodkie, wytrawne i kwaskowe akcenty owocowe nawet po skórki cytrusów oraz zioła i żywica. Na pierwszym planie chmiele, dalej słody z karmelem. Intensywny.<br>Smak: najpierw spora dawka słodyczy w typie owocowym oraz podstawa słodowa z karmelem, ale przyjemnie, dalej wytrawność i kwaskowość od różnych owoców. Goryczka solidna, narasta z każdym łykiem, jest dość krótka, przyjemna, owocowo-żywiczna. Z czasem trochę zalega na języku i podniebieniu, ale w przyjemny sposób. Dość gładkie, ale jak na 19 plato mało ciała, alkohol bardzo dobrze ukryty. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Soket,10,2018-11-21 21:39:21,"Geniusz piwo, cytrusy kamuflują morderczą goryczkeę i moc<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,10,2018-10-03 00:17:12,"Piłem wcześniej Komesowego Tripla, i wydawał się całkiem OK, ale w porównaniu z tym piwem i z aromatem tego piwa, to jest zupełnie inna liga i piwo totalnie warte dopłacenia 2-3 zł. <br><br>Aromat obłędny, bardzo owowocy, soczkowy, ale zarazem z wyczuwalną taką chmielową granulatowością. Czuć po prostu granulat chmielowy, czyli poza wspomnianymi przyjemnymi nutami ananasa, brzoskwiń, melona czuć nutę ziołową, łodygową. <br><br>Piwo opalizujące, złociste, o średnio obfitej pianie, która znika niemalże kompletnie pozostając jedynie w formie pajęczynki na powierzchni piwa i cieniutkim pierścieniu przy ściankach szkła. Biała. Szybko opadła i nie zdobi szkła.<br><br>Pół-wytrawne, pomimo słodkiego i owocowego aromatu piwo zdaje się być jednak trochę wodniste, ale może to odróżnia je od popularnych ostatnio Vermont IPA i Wrężelowego Vermont Double IPA. Słodowa pełnia niska. W smaku zaś owocowe, paradoksalnie lekkie i pijalne, goryczka - średnio wysoka. Owocowo spirytusowy jednak finish i aftertaste. Niezbyt przyjemny.<br><br>Double IPA która smakuje niemalże jak regularna wersja IPY za wyjątkiem trochę alkoholowego finishu. Mimo to dobre piwo. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
marcin729,8,2018-12-05 17:14:03,"Mimo swojej mocy czuję jarzębinę, jej kwaśny smak(od pierwszego łyka). Ładna piana, długo utrzymujące się firanki. Zapach słodowy, nieco lepsze od terra donum. Minus trochę za słodkie.        Kolejny minus to cena ach ta cena ????<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thesloma,8,2018-02-25 21:59:15,"Zapach : mało intesywny choć da się wyczuć słodkie akcenty typu toffi , a do tego różnego rodzaju bakalię a mianowicie figi ,morele i daktyle. Ogółem pachnie też podstawą słodową barley wine'a , ale też może delikatnie się tutaj sugeruje ale jarzębiną<br><br>Smak : słodko , bardzo słodko ale w sposób przyjemny i nie zapychający , miejscami jarzębina przełamuje smak słodyczy i daje od niej odpocząć lekką kwaskowatą nutą.<br><br>Przyzwoity barley wine , alkohol nie wyczuwalny choć też minus , że nie grzeje w przełyku ani w brzuchu. Piwo smaczne , choć jak zwykle przez kormorana za bardzo limitowane i ""nahypowane"" bo cudów nie ma jakich by się konsument spodziewał po cenie i limitowaniu.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,8,2018-02-18 11:08:47,"Oko: ciemny rubinowy/mahoniowy, niemal klarowny. Piana écru wpadająca w żółty, niska, szybko znika do niewielkiego krążka.<br>Nos: bardzo słodko wręcz syropowo, aromat niezbyt intensywny: karmel, toffi, bakalie w postaci rodzynek, fig.<br>Smak: słodko, ale nie ulepkowato. Podobnie jak w aromacie: karmel, toffi, rodzynki, figi, do tego w finiszu lekka goryczka i cierpkość od owocu jarzębiny. Alkoholu nie czuć absolutnie, nawet nie grzeje za bardzo  w przełyk, bardzo pijalne. Wysycenie bardzo niskie. Niestety, nie ma efektu ?wow?, mało się dzieje. Do bólu poprawny barley wine. Jarzębina niewiele wniosła.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,9,2018-01-31 10:24:22,"Piwo bardzo degustacyjne do powolnej konsumpcji, szkoda, że takie małe. Słodkie bardzo w smaku, chodź jarzębina trochę łagodzi tę słodycz. Alkohol dobrze ułożony, ale rozgrzewa w przełyku. Mogło by poleżeć w jakiejś beczce po bourbonie czy innym trunku nabrało by większego charakteru. ale ogólnie bardzo dobre.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Mr._Porter,9,2018-10-13 17:24:52,"Przede wszystkim piękny zapach. Daktyle, wiśnie, rodzynki i palony karmel. Piana niezbyt trwała. W smaku dzieje się dużo mniej, jest karmel, trochę suszonych owoców.Trzeba jednak oddać, że piwo jest dobrze ułożone, alkohol kompletnie niewyczuwalny.<br>Klasyk który trzeba spróbować.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,9,2018-06-17 17:06:01,"W aromacie rodzynki, figi, szlachetny alkohol w stylu sherry, dojrzała gruszka, karmel, przypieczona skórka od chleba. Słodkawy, intensywny, bogaty. <br><br>Piwo o brązowej barwie, delikatnie opalizujące. Piana średnio obfita, jasno beżowa, zbudowana z drobnej wielkości bąbelków która dzięki wysyceniu i pracy piwa w szkle opada bardzo powoli i długo pozostaje na powierzchni piwa. Zdobi szkło w postaci grubej i gęstej koronki. <br><br>Pół-słodkie, średnio nasycone dwutlenkiem węgla. Alkoholowe, szczypiące w podniebienie jednak znów w szlachetny sposób whisky bądź sherry. Pełne, owocowo estrowe, z nutami fig, przypalonego spodu od ciasta i przyprawowo tanicznym/beczkowym finishem. Goryczka średnia, dobrze wyczuwalna. Aftertaste taniczny, orzechowy, lekko alkoholowy. <br><br>Piwo na długi wieczór przy dobrej książce/filmie. Bardzo wyraziste, charakterne, w którym alkohol mocno daje o sobie znać że mamy do czynienia z czymś wyjątkowym do czego trzeba podejść z dystansem i należytą cierpliwością bo szybkie wypicie świadczyć będzie o braku szacunku dla belgijskiej klasyki i poskutkuje niezłym kopem w czerep ;)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2018-04-22 11:24:11,"Oko: mahoniowy kolor, piana écru, gęsta, wysoka i trwała.<br>Nos: bogaty estrowy aromat z akcentami solidnej bazy słodowej: karmel, toffi, biszkopt.<br>Smak: złożony, początkowo słodkie akcenty od słodowej bazy i owocowe nuty, z czasem przechodzi w wytrawny finisz z wyraźnym wpływem drożdży (kwaskowośc plus pikantna przyprawowość) oraz dobrze zaznaczona goryczka. Alkohol minimalny i bardzo przyjemny.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Barbarossa,8,2018-12-09 23:21:37,"Ułożony, gładki, czekoladowo kawowy, ale bez szału. Po prostu jak najbardziej bezbłędnie zrobiony porter<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bob,9,2018-05-07 18:15:59,"Rewelacja, piwo jest dość gęste i pełne ciała w odbiorze, mimo tego że ma tylko 22 plato. Wyczuwalny sos sojowy przechodzący w oliwkowe aromaty, oprócz tego czuć nieco czekoladek z alkoholem i nieco kawy. Owoców raczej nie ma, piwo pod koniec jest lekko cierpkie. Podchodzi trochę pod kwas chlebowy. Ogólnie piwo jest bardzo kremowe. Podsumowując, jest to wybitny porter, jeden z najlepszych jak nie najlepszy porter do 24 plato ekstraktu.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2017-04-21 00:31:51,"Świetnie ułożony, pełny, kremowy <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2016-04-03 20:41:31,"Bardzo dobry porter. Kolor czarny. Piana ? beżowa, gęsta średnia, szybko zanika, ale zostawia mocny ślad na szkle. Zapach z butelki mocny ? uderzył mi w nos tak intensywnie palność, że w pierwszej chwili myślałem, że zastosowano wędzony słód. To mocny aromat gorzkiej czekolady i śliwki dały efekt, potem jawiło się to jako śliwki wędzone zalane czekolada. W butelce bardziej identyfikowalne: czekolada, śliwka i kawa.<br>Smak ? Dość pełne, bardzo mocno palone słód ? kawa, czekolada, śliwka, bardzo wytrawne, słabiej akcent kwaskowy.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
